job_title,job_category,employee_residence,experience_level,employment_type,company_location,company_size,salary_in_usd
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,120000
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,130000
Computer Vision Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,194000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,L,97500
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,M,247500
Data Analyst,Data Analysis,Spain,Senior,Full-time,Spain,M,39925
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,72000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,94000
Data Engineer,Data Engineering,France,Mid-level,Full-time,Other,L,70139
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,175000
Data Scientist,Data Science and Research,Canada,Senior,Full-time,Canada,M,176000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185900
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,116100
Machine Learning Developer,Machine Learning and AI,Italy,Entry-level,Full-time,Germany,S,33000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,209000
Data Analyst,Data Analysis,Canada,Senior,Full-time,Canada,M,61300
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,136000
Analytics Engineer,Leadership and Management,United Kingdom,Senior,Full-time,United Kingdom,M,152900
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,150000
Head of Data,Leadership and Management,United States,Executive,Full-time,United States,M,269600
AI Scientist,Machine Learning and AI,Germany,Mid-level,Full-time,Germany,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,95325
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,191475
Machine Learning Scientist,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,153000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,305600
Data Product Manager,Leadership and Management,United States,Senior,Full-time,United States,M,120000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,211500
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,80000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,M,130000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,116000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,85000
Data Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,73500
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,153090
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,186600
Data Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,70000
Data Science Manager,Data Science and Research,Uzbekistan,Executive,Full-time,Other,L,106000
Computer Vision Software Engineer,Machine Learning and AI,Netherlands,Senior,Full-time,Canada,L,53984
BI Developer,BI and Visualization,United States,Mid-level,Full-time,United States,M,128000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,130000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,157750
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,144100
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,165000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,170000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,111000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,58400
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,130000
Data Scientist,Data Science and Research,United States,Executive,Full-time,United States,M,258750
Data Scientist,Data Science and Research,United States,Executive,Full-time,United States,M,258750
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,175000
Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,United States,M,176838
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,160000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,190000
AI Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,176000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,193000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,75000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,81666
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,106020
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,125000
Data Scientist,Data Science and Research,Spain,Senior,Full-time,Spain,M,47280
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,100000
Machine Learning Engineer,Machine Learning and AI,United Kingdom,Mid-level,Full-time,United Kingdom,M,46755
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,150000
Analytics Engineer,Leadership and Management,United Kingdom,Mid-level,Full-time,United Kingdom,M,112400
ML Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,245000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,167580
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,159300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
Data Analyst,Data Analysis,Portugal,Entry-level,Full-time,Other,M,22809
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,135000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,Germany,M,50000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,82365
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,186600
AI Scientist,Machine Learning and AI,United States,Entry-level,Full-time,United States,M,50000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,75000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,185000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,202800
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,237000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,115000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,105000
Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,United Kingdom,M,92280
Data Analyst,Data Analysis,Spain,Mid-level,Full-time,Spain,M,31520
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,160000
Data Strategist,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,86000
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,94600
Data Scientist,Data Science and Research,Ireland,Senior,Full-time,Other,M,113750
Research Analyst,Data Science and Research,United Kingdom,Entry-level,Full-time,United Kingdom,M,43064
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,204500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,150075
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,142000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,120000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,115934
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,297300
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,160000
Machine Learning Engineer,Machine Learning and AI,United States,Entry-level,Full-time,United States,M,145885
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,150000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,L,80000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,136000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,154000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,162000
Data Science Manager,Data Science and Research,United States,Mid-level,Full-time,United States,M,158000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,144500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,139500
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,93400
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,155000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,150000
Applied Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,179000
Data Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,134000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,176000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,192000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,208400
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,160000
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,100000
Research Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,250800
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,100000
Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,United Kingdom,M,61520
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,175000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,104300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,180000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,220110
Head of Data Science,Data Science and Research,United States,Executive,Full-time,United States,M,314100
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,120000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,220000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,135000
Machine Learning Scientist,Machine Learning and AI,United States,Mid-level,Full-time,United States,L,160000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,359170
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,220000
ML Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,L,148000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,247300
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,51962
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,259000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,115000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,180000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,85700
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,145000
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,162500
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,245000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,105000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,114500
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,130000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,222200
Machine Learning Infrastructure Engineer,Machine Learning and AI,United Kingdom,Senior,Full-time,United Kingdom,M,127300
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,180000
Applied Machine Learning Engineer,Machine Learning and AI,United States,Executive,Full-time,United States,M,225000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,104300
Data Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,73500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,107500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,116000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,191475
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,160000
Data Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,United Kingdom,M,135000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,120000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,150000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,85000
Data Analytics Lead,Leadership and Management,United Kingdom,Mid-level,Full-time,United Kingdom,M,123040
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,192000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,133300
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,80000
Data Scientist,Data Science and Research,United Kingdom,Senior,Full-time,United Kingdom,M,166000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,180000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,190000
Research Analyst,Data Science and Research,United States,Entry-level,Full-time,United States,M,64000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,139000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,165000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,184000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,M,150000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,93800
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,162170
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,165000
Machine Learning Engineer,Machine Learning and AI,France,Senior,Full-time,Other,M,225000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,217000
Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,United Kingdom,M,113476
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,170000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,106500
Data Analytics Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,140000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,186000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,125000
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,73880
ML Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,234100
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,122720
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,105320
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,81500
Research Scientist,Data Science and Research,United States,Executive,Full-time,United States,M,185000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,247500
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,303050
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,161000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,78000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,247500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,240350
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,164000
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,158400
Machine Learning Engineer,Machine Learning and AI,Canada,Senior,Full-time,Canada,M,149000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,280100
Business Intelligence Engineer,BI and Visualization,United States,Mid-level,Full-time,United States,M,65000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,82900
AI Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,175000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,79600
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,138600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,109400
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,136000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,150000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,196000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,93919
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,153000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,129300
Deep Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,100000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,75000
Data Analytics Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,140000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,315000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,100000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,138900
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,116000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,230000
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,158080
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,109400
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,122200
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,190000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,276000
Machine Learning Researcher,Machine Learning and AI,United States,Mid-level,Full-time,United States,S,210000
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,200000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,127000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,142200
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,136000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,170000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,155000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,230000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,132500
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,142600
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,125000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,M,204500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,L,160000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,L,111600
Data Engineer,Data Engineering,United Kingdom,Executive,Full-time,United Kingdom,M,123471
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,174000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,160000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,210000
Director of Data Science,Data Science and Research,United States,Executive,Full-time,United States,M,260000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,150450
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,L,177600
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,147000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,145000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,110000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,215000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,285800
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,140000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,145900
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,100000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,197400
Data Science Consultant,Data Science and Research,United Kingdom,Mid-level,Full-time,United Kingdom,M,70186
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,M,120000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,165000
Data Integration Specialist,Data Management and Strategy,United States,Entry-level,Full-time,United States,M,240000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,160000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,168100
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,111600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,115000
Research Engineer,Data Science and Research,United Kingdom,Entry-level,Full-time,United Kingdom,M,120000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,186000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,120000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,159100
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,247500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,139000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,210000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,L,131300
Data Analyst,Data Analysis,United Kingdom,Entry-level,Full-time,United Kingdom,M,61520
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,100000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,275000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,140000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,114000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,145000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,255000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,139600
Machine Learning Infrastructure Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,132400
Data Analyst,Data Analysis,Canada,Senior,Full-time,Canada,M,168000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,162500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,141000
Research Scientist,Data Science and Research,United States,Executive,Full-time,United States,M,220000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185000
ML Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,270000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,83000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,119000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,164000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,175000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,64500
Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,M,160000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,175000
Data Scientist,Data Science and Research,France,Entry-level,Full-time,Other,L,39925
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,140000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,110500
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,210000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,242921
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,111000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,144100
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,167500
Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,United Kingdom,M,172800
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,176080
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,223250
AI Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,225000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,155000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,129300
Data Scientist,Data Science and Research,Spain,Senior,Full-time,Spain,M,48585
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,219535
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,109400
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,142200
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,124740
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,300000
Data Science Manager,Data Science and Research,United States,Executive,Full-time,United States,L,272400
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,50000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,140000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,164000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,184000
Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,M,160000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,184000
Data Scientist,Data Science and Research,United Kingdom,Senior,Full-time,United Kingdom,M,213654
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,145000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,198200
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,142200
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,236500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,105500
Data Modeler,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,168400
Data Visualization Analyst,BI and Visualization,United States,Senior,Full-time,United States,M,130000
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,170000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,142200
BI Developer,BI and Visualization,United Kingdom,Senior,Full-time,United Kingdom,M,62442
Head of Data,Leadership and Management,United Kingdom,Executive,Full-time,United Kingdom,M,135344
Data Architect,Data Architecture and Modeling,United Kingdom,Senior,Full-time,United Kingdom,M,92000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,120000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,167000
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,80800
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,138750
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,120350
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,200000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,67500
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,141300
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,150000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
AI Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,120000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,81666
ETL Developer,Data Engineering,United States,Senior,Full-time,United States,M,99500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,165000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,204000
Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,M,85000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,138800
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,160000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,225000
Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,United States,M,180000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,170000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,175000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,180000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,250000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,250000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,150000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,100000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,166000
BI Developer,BI and Visualization,United States,Senior,Full-time,United States,L,130000
Data Analytics Manager,Leadership and Management,United States,Senior,Full-time,United States,M,145000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,156000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,192000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,210000
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,145000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,215000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,152900
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,175000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,150000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,130000
ML Engineer,Machine Learning and AI,Australia,Mid-level,Full-time,Other,M,300000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,125000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,202800
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,144540
Data Operations Engineer,Data Quality and Operations,United States,Mid-level,Full-time,United States,M,100000
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,92280
Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,United States,M,171050
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,241871
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,87980
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,121400
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,53800
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,101500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,160000
